alpha,qw,q2,mmse
0.0001,0.0,8.339079222177222e-05,0.09083842087970943
0.01009975,0.0,0.00838136887292296,0.09017808876510354
0.0200995,0.0,0.016598604428984975,0.08952418193645466
0.030099249999999998,0.0,0.024735455934245667,0.08887667186732118
0.040099,0.0,0.03279229576427067,0.0882355289249971
0.050098750000000004,0.0,0.04076950984209552,0.08760072239870306
0.0600985,0.0,0.04866749727506372,0.08697222052848579
0.07009825,0.0,0.05648666998351116,0.08634999053476645
0.080098,0.0,0.06422745232205071,0.08573399864847796
0.09009775,0.0,0.07189028069421263,0.08512421014173076
0.1000975,0.0,0.07947560316219475,0.08452058935886808
0.11009725000000001,0.0,0.08698387904721713,0.08392309974826857
0.120097,0.0,0.09441557853315573,0.08333170389388826
0.13009674999999998,0.0,0.10177118225918583,0.08274636354767684
0.14009649999999998,0.0,0.10905118091330987,0.08216703966192375
0.15009625,0.0,0.11625607482266603,0.08159369242186039
0.160096,0.0,0.12338637354240431,0.0810262812783763
0.17009575,0.0,0.130442595443718,0.08046476498080261
0.1800955,0.0,0.13742526730169558,0.07990910160970972
0.19009525,0.0,0.14433492388363744,0.07935924860966798
0.200095,0.0,0.15117210753846258,0.0788151628219217
0.21009475,0.0,0.15793736778780826,0.07827680051692848
0.2200945,0.0,0.16463126091940233,0.07774411742671744
0.23009425,0.0,0.17125434958326577,0.07721706877702254
0.24009399999999997,0.0,0.17780720239127668,0.07669560931914828
0.25009375,0.0,0.18429039352060334,0.07617969336152736
0.2600935,0.0,0.1907045023214868,0.07566927480093243
0.27009325,0.0,0.1970501129298299,0.07516430715330534
0.280093,0.0,0.2033278138850186,0.07466474358416984
0.29009275,0.0,0.20953819775338117,0.07417053693859581
0.3000925,0.0,0.2156818607576579,0.07368163977068509
0.31009225,0.0,0.22175940241283207,0.07319800437255115
0.320092,0.0,0.2277714251686434,0.072719582802767
0.33009174999999996,0.0,0.23371853405908113,0.07224632691425753
0.3400915,0.0,0.23960133635912562,0.0717781883816153
0.35009124999999996,0.0,0.24542044124898446,0.07131511872781968
0.360091,0.0,0.2511764594860411,0.07085706935034235
0.37009074999999997,0.0,0.2568700030847124,0.07040399154662347
0.3800905,0.0,0.26250168500438503,0.06995583653890489
0.39009024999999997,0.0,0.2680721188455783,0.06951255549840873
0.40009,0.0,0.27358191855445946,0.06907409956885138
0.41008975,0.0,0.27903169813581397,0.06864041988928446
0.4200895,0.0,0.28442207137455205,0.06821146761625675
0.43008925,0.0,0.2897536515658156,0.06778719394529154
0.440089,0.0,0.2950270512537253,0.06736755013167649
0.45008875,0.0,0.30024288197879384,0.06695248751056386
0.4600885,0.0,0.30540175403401,0.06654195751638073
0.47008825,0.0,0.3105042762295834,0.06613591170154992
0.48008799999999996,0.0,0.3155510556663247,0.06573430175452397
0.49008775,0.0,0.3205426975176165,0.06533707951713522
0.5000875,0.0,0.32547980481992334,0.06494419700126661
0.51008725,0.0,0.33036297827176786,0.06455560640484853
0.520087,0.0,0.3351928160410953,0.06417126012718832
0.5300867499999999,0.0,0.3399699135809308,0.06379111078363985
0.5400865,0.0,0.344694863453228,0.0634151112196211
0.55008625,0.0,0.3493682551607941,0.06304321452398917
0.560086,0.0,0.3539906749871713,0.06267537404178222
0.57008575,0.0,0.35856270584434063,0.06231154338633864
0.5800855,0.0,0.36308492712811485,0.06195167645080461
0.59008525,0.0,0.3675579145810711,0.06159572741904161
0.600085,0.0,0.37198224016287634,0.0612436507759455
0.61008475,0.0,0.3763584719278476,0.06089540131719002
0.6200845,0.0,0.3806871739095872,0.06055093415840725
0.63008425,0.0,0.38496890601252787,0.06021020474381812
0.640084,0.0,0.3892042239102219,0.05987316885432633
0.65008375,0.0,0.39339367895019967,0.059539782615089465
0.6600834999999999,0.0,0.39753781806522837,0.05921000250258083
0.67008325,0.0,0.40163718369079415,0.05888378535115593
0.680083,0.0,0.4056923136886317,0.0585610883591379
0.69008275,0.0,0.40970374127612585,0.05824186909443545
0.7000824999999999,0.0,0.41367199496140594,0.05792608549970797
0.71008225,0.0,0.4175975984839571,0.057613695897091484
0.720082,0.0,0.42148107076057223,0.05730465899249966
0.73008175,0.0,0.42532292583646675,0.05699893387951401
0.7400815,0.0,0.4291236728413834,0.05669648004287691
0.75008125,0.0,0.43288381595051273,0.056397257361601484
0.760081,0.0,0.4366038543500565,0.056101226111711956
0.77008075,0.0,0.4402842822072668,0.055808346968627895
0.7800805,0.0,0.4439255886447898,0.05551858100920583
0.79008025,0.0,0.4475282577191521,0.05523188971345129
0.80008,0.0,0.45109276840322443,0.054948234965914305
0.81007975,0.0,0.4546195945725046,0.0546675790567809
0.8200795,0.0,0.45810920499506097,0.05438988468267348
0.8300792499999999,0.0,0.46156206332498395,0.054115114947171854
0.840079,0.0,0.4649786280991933,0.05384323336106732
0.85007875,0.0,0.46835935273745427,0.05357420384236142
0.8600785,0.0,0.47170468554545736,0.05330799071602083
0.8700782499999999,0.0,0.4750150697208233,0.053044558713499494
0.880078,0.0,0.478290943361892,0.05278387297203923
0.89007775,0.0,0.4815327394791628,0.05252589903375934
0.9000775,0.0,0.4847408860092595,0.05227060284454535
0.91007725,0.0,0.48791580583128596,0.05201795075274737
0.920077,0.0,0.49105791678540106,0.051767909507702076
0.93007675,0.0,0.49416763169381456,0.05152044625806178
